destination_id,old_destination_id,old_destination_id,destination_name,district,province,region,category,travel_type,activities,best_season,estimated_budget_npr,average_duration_days,difficulty_level,family_friendly,latitude,longitude,average_rating,review_count,popularity_score,description
1402,1402,D781,Upper Sindhupalchok Jungle Buffer Zone Corner,Sindhupalchok,Bagmati,Central,Nature,Nature Retreat,"Nature walks, Bird watching, Photography, Picnicking",Sep-May,2860,1,Easy,Yes,27.6183,85.8483,4.1,188,34.0,"Upper Sindhupalchok Jungle Buffer Zone Corner is a notable nature destination in Sindhupalchok district, part of Nepal's Bagmati Province. Scenic localized hidden gem in the Sindhupalchok district of Bagmati province. This corner features striking wild nature attributes, surrounding travellers with pristine grasslands & wildlife trails and rich local indigenous tharu heritage traditions. It is best visited during Sep-May and offers an easy experience well suited to families and casual travelers."
1403,1403,D782,Lower Rasuwa Ancient Cave Shrine Hub,Rasuwa,Bagmati,Central,Religious,Pilgrimage,"Temple visits, Prayer and meditation, Pilgrimage rituals, Photography","Mar-May, Sep-Nov",3008,1,Easy,Yes,28.0867,85.23,3.9,29,25.0,"Lower Rasuwa Ancient Cave Shrine Hub is a notable religious destination in Rasuwa district, part of Nepal's Bagmati Province. Scenic localized hidden gem in the Rasuwa district of Bagmati province. This corner features striking mystic divinity attributes, surrounding travellers with pristine deep limestone caverns and rich local tantric traditions. It is best visited during Mar-May, Sep-Nov and offers an easy experience well suited to families and casual travelers."
1404,1404,D783,Upper Nuwakot Community Homestay Corner,Nuwakot,Bagmati,Central,Cultural,Cultural Tour,"Village walks, Cultural performances, Local cuisine tasting, Homestay experience",Sep-May,2896,1,Easy,Yes,28.0717,85.3617,4.0,51,37.0,"Upper Nuwakot Community Homestay Corner is a notable cultural destination in Nuwakot district, part of Nepal's Bagmati Province. Scenic localized hidden gem in the Nuwakot district of Bagmati province. This corner features striking rural warmth attributes, surrounding travellers with pristine lush organic farms & countryside and rich local ethnic hospitality traditions. It is best visited during Sep-May and offers an easy experience well suited to families and casual travelers."
1405,1405,D784,Old Dhading Waterfall & Gorge Sanctuary,Dhading,Bagmati,Central,Waterfall,Nature Retreat,"Nature walks, Photography, Picnicking, Short hikes",Sep-May,1284,1,Moderate,Yes,27.7067,84.86,4.3,372,70.0,"Old Dhading Waterfall & Gorge Sanctuary is a notable waterfall destination in Dhading district, part of Nepal's Bagmati Province. Scenic localized hidden gem in the Dhading district of Bagmati province. This corner features striking raw aquatic power attributes, surrounding travellers with pristine cascading streams & rocky cliffs and rich local hill community folklore traditions. It is best visited during Sep-May and offers a moderate experience well suited to families and casual travelers."
1406,1406,D785,Lower Chitwan Monastery & Chorten Hub,Chitwan,Bagmati,Central,National Park,Wildlife Safari,"Jungle safari, Wildlife viewing, Bird watching, Jeep or canoe rides",Oct-Mar,23813,2,Moderate,Yes,27.7083,84.6583,4.0,190,40.0,"Lower Chitwan Monastery & Chorten Hub is a notable national park destination in Chitwan district, part of Nepal's Bagmati Province. Scenic localized hidden gem in the Chitwan district of Bagmati province. This corner features striking peaceful spiritualism attributes, surrounding travellers with pristine high mountain ridges & prayer flags and rich local tibetan buddhist culture traditions. It is best visited during Oct-Mar and offers a moderate experience well suited to families and casual travelers."
1407,1407,D787,Upper Sindhuli Old Newari Street Corner,Sindhuli,Bagmati,Central,Heritage,Heritage Tour,"Historical sightseeing, Museum visits, Photography, Guided heritage walks",Sep-May,3137,1,Easy,Yes,27.145,85.7217,3.9,199,22.0,"Upper Sindhuli Old Newari Street Corner is a notable heritage destination in Sindhuli district, part of Nepal's Bagmati Province. Scenic localized hidden gem in the Sindhuli district of Bagmati province. This corner features striking living history attributes, surrounding travellers with pristine brick facades & woodcarvings and rich local traditional newar craftsmanship traditions. It is best visited during Sep-May and offers an easy experience well suited to families and casual travelers."
1408,1408,D788,Lower Ramechhap Hill Station Viewpoint Hub,Ramechhap,Bagmati,Central,Hill Station,Nature Retreat,"Sunrise viewing, Hiking, Photography, Camping",Sep-May,5295,2,Moderate,Yes,27.4133,86.1033,4.2,603,63.0,"Lower Ramechhap Hill Station Viewpoint Hub is a notable hill station destination in Ramechhap district, part of Nepal's Bagmati Province. Scenic localized hidden gem in the Ramechhap district of Bagmati province. This corner features striking scenic grandeur attributes, surrounding travellers with pristine rolling terraced fields & deep valleys and rich local mixed tamang & chhetri culture traditions. It is best visited during Sep-May and offers a moderate experience well suited to families and casual travelers."
1409,1409,D789,Old Dolakha Jungle Buffer Zone Sanctuary,Dolakha,Bagmati,Central,Nature,Nature Retreat,"Nature walks, Bird watching, Photography, Picnicking",Sep-May,2911,1,Easy,Yes,27.4317,85.9517,4.5,1244,80.0,"Old Dolakha Jungle Buffer Zone Sanctuary is a notable nature destination in Dolakha district, part of Nepal's Bagmati Province. Scenic localized hidden gem in the Dolakha district of Bagmati province. This corner features striking wild nature attributes, surrounding travellers with pristine grasslands & wildlife trails and rich local indigenous tharu heritage traditions. It is best visited during Sep-May and offers an easy experience well suited to families and casual travelers."
1410,1410,D791,Lower Lalitpur Community Homestay Hub,Lalitpur,Bagmati,Central,Cultural,Cultural Tour,"Village walks, Cultural performances, Local cuisine tasting, Homestay experience","Sep-Nov, Mar-May",1807,1,Easy,Yes,27.7938,85.1397,4.1,99,47.0,"Lower Lalitpur Community Homestay Hub is a notable cultural destination in Lalitpur district, part of Nepal's Bagmati Province. Scenic localized hidden gem in the Lalitpur district of Bagmati province. This corner features striking rural warmth attributes, surrounding travellers with pristine lush organic farms & countryside and rich local ethnic hospitality traditions. It is best visited during Sep-Nov, Mar-May and offers an easy experience well suited to families and casual travelers."
1411,1411,D794,Lower Sindhupalchok Riverside Camp Hub,Sindhupalchok,Bagmati,Central,Trekking,Trekking,"Trekking, Camping, Mountain photography, Village homestay","Mar-May, Sep-Nov",28617,4,Difficult,No,28.0233,85.7933,4.2,374,77.0,"Lower Sindhupalchok Riverside Camp Hub is a notable trekking destination in Sindhupalchok district, part of Nepal's Bagmati Province. Scenic localized hidden gem in the Sindhupalchok district of Bagmati province. This corner features striking adventurous escape attributes, surrounding travellers with pristine rushing glacial rivers, sandy beaches and rich local fishermen communities traditions. It is best visited during Mar-May, Sep-Nov and offers a difficult experience well suited to experienced or adventurous travelers."
1412,1412,D797,Lower Dhading Jungle Buffer Zone Hub,Dhading,Bagmati,Central,Nature,Nature Retreat,"Nature walks, Bird watching, Photography, Picnicking",Sep-May,1853,1,Easy,Yes,28.1117,84.805,3.9,158,45.0,"Lower Dhading Jungle Buffer Zone Hub is a notable nature destination in Dhading district, part of Nepal's Bagmati Province. Scenic localized hidden gem in the Dhading district of Bagmati province. This corner features striking wild nature attributes, surrounding travellers with pristine grasslands & wildlife trails and rich local indigenous tharu heritage traditions. It is best visited during Sep-May and offers an easy experience well suited to families and casual travelers."
1413,1413,D798,Upper Chitwan Ancient Cave Shrine Corner,Chitwan,Bagmati,Central,National Park,Wildlife Safari,"Jungle safari, Wildlife viewing, Bird watching, Jeep or canoe rides",Oct-Mar,18416,3,Moderate,Yes,27.6133,84.6033,3.9,89,36.0,"Upper Chitwan Ancient Cave Shrine Corner is a notable national park destination in Chitwan district, part of Nepal's Bagmati Province. Scenic localized hidden gem in the Chitwan district of Bagmati province. This corner features striking mystic divinity attributes, surrounding travellers with pristine deep limestone caverns and rich local tantric traditions. It is best visited during Oct-Mar and offers a moderate experience well suited to families and casual travelers."
1414,1414,D799,Old Makwanpur Community Homestay Sanctuary,Makwanpur,Bagmati,Central,Cultural,Cultural Tour,"Village walks, Cultural performances, Local cuisine tasting, Homestay experience",Sep-May,1984,1,Easy,Yes,27.5483,84.9683,4.4,682,78.0,"Old Makwanpur Community Homestay Sanctuary is a notable cultural destination in Makwanpur district, part of Nepal's Bagmati Province. Scenic localized hidden gem in the Makwanpur district of Bagmati province. This corner features striking rural warmth attributes, surrounding travellers with pristine lush organic farms & countryside and rich local ethnic hospitality traditions. It is best visited during Sep-May and offers an easy experience well suited to families and casual travelers."
1415,1415,D800,Lower Sindhuli Waterfall & Gorge Hub,Sindhuli,Bagmati,Central,Waterfall,Nature Retreat,"Nature walks, Photography, Picnicking, Short hikes",Sep-May,2208,1,Moderate,Yes,27.05,86.1667,4.1,996,59.0,"Lower Sindhuli Waterfall & Gorge Hub is a notable waterfall destination in Sindhuli district, part of Nepal's Bagmati Province. Scenic localized hidden gem in the Sindhuli district of Bagmati province. This corner features striking raw aquatic power attributes, surrounding travellers with pristine cascading streams & rocky cliffs and rich local hill community folklore traditions. It is best visited during Sep-May and offers a moderate experience well suited to families and casual travelers."
1416,1416,D802,Upper Dolakha Riverside Camp Corner,Dolakha,Bagmati,Central,Trekking,Trekking,"Trekking, Camping, Mountain photography, Village homestay","Mar-May, Sep-Nov",22825,4,Difficult,No,27.8367,86.3967,4.1,1492,64.0,"Upper Dolakha Riverside Camp Corner is a notable trekking destination in Dolakha district, part of Nepal's Bagmati Province. Scenic localized hidden gem in the Dolakha district of Bagmati province. This corner features striking adventurous escape attributes, surrounding travellers with pristine rushing glacial rivers, sandy beaches and rich local fishermen communities traditions. It is best visited during Mar-May, Sep-Nov and offers a difficult experience well suited to experienced or adventurous travelers."
1417,1417,D803,Lower Kathmandu Old Newari Street Hub,Kathmandu,Bagmati,Central,Heritage,Heritage Tour,"Historical sightseeing, Museum visits, Photography, Guided heritage walks","Sep-Nov, Mar-May",1502,1,Easy,Yes,27.5722,85.319,3.8,95,44.0,"Lower Kathmandu Old Newari Street Hub is a notable heritage destination in Kathmandu district, part of Nepal's Bagmati Province. Scenic localized hidden gem in the Kathmandu district of Bagmati province. This corner features striking living history attributes, surrounding travellers with pristine brick facades & woodcarvings and rich local traditional newar craftsmanship traditions. It is best visited during Sep-Nov, Mar-May and offers an easy experience well suited to families and casual travelers."
1418,1418,D804,Old Lalitpur Hill Station Viewpoint Sanctuary,Lalitpur,Bagmati,Central,Hill Station,Nature Retreat,"Sunrise viewing, Hiking, Photography, Camping","Sep-Nov, Mar-May",2781,1,Moderate,Yes,27.6988,85.0847,4.3,1181,66.0,"Old Lalitpur Hill Station Viewpoint Sanctuary is a notable hill station destination in Lalitpur district, part of Nepal's Bagmati Province. Scenic localized hidden gem in the Lalitpur district of Bagmati province. This corner features striking scenic grandeur attributes, surrounding travellers with pristine rolling terraced fields & deep valleys and rich local mixed tamang & chhetri culture traditions. It is best visited during Sep-Nov, Mar-May and offers a moderate experience well suited to families and casual travelers."
